result_id,feature_set,model_name,feature,feature_group,baseline_macro_f1,importance_mean,importance_std,positive_importance
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_upward_pressure_share,ai_pressure_direction,0.2007469654528478,-0.009841864940969813,0.016933924729929082,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_upward_pressure_share_lag_3,ai_pressure_direction,0.2007469654528478,-0.010125840696016151,0.029758745274671927,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_article_count_lag_3,ai_volume,0.2007469654528478,-0.010588624266393905,0.029468716288309788,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ppi_lag_1,ppi_history,0.2007469654528478,-0.012379278310650867,0.016324009670731093,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ppi_ma_3,ppi_history,0.2007469654528478,-0.012666935461053115,0.018221992192494707,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ppi_value,ppi_history,0.2007469654528478,-0.013036532706295356,0.017179504002049463,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_article_count_roll_3_mean,ai_volume,0.2007469654528478,-0.013702730642084503,0.01929839492804711,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_direction_score_lag_1,ai_pressure_direction,0.2007469654528478,-0.014368554624309108,0.01640132975011387,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_direction_score_roll_3_mean,ai_pressure_direction,0.2007469654528478,-0.014724971228663186,0.0193378622143651,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,target_class_lag_1_is_medium,persistence,0.2007469654528478,-0.015097273428475501,0.023046650912236528,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_article_count_lag_2,ai_volume,0.2007469654528478,-0.015269884416421879,0.034697312301469205,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,wti_oil_price,oil_price,0.2007469654528478,-0.015437022939602944,0.024112939258212732,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_upward_pressure_share_roll_3_std,ai_pressure_direction,0.2007469654528478,-0.01696213821342821,0.02093617657251741,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_direction_score_lag_2,ai_pressure_direction,0.2007469654528478,-0.017653805638489388,0.03584122814906079,0.0
